season_id,driver_id,driver_name,outperforming_car,driver_share_mean,avg_pred_perf,starts
2019,PER,Sergio Pérez,0.06482508327787118,0.5350321093510376,0.9572558666556719,20
2019,VER,Max Verstappen,0.02889317353229222,0.5161790719374459,0.909700117128029,18
2019,NOR,Lando Norris,0.02156182914449497,0.5123411759181897,0.8680382264491511,20
2019,RUS,George Russell,-0.07034899091512083,0.4629318835097588,0.9898490190787881,20
2019,HAM,Lewis Hamilton,-0.11789292644272485,0.43484496885032853,0.9177532306808235,19
2019,TSU,Yuki Tsunoda,-0.24137211205715384,0.40236504044872046,0.010450111233543806,19
2019,DEV,Nyck de Vries,-0.2984226909360618,0.2426436442830591,0.7330167001779156,1
2019,MSC,Mick Schumacher,-0.31566242130166444,0.15715096335772477,0.29913434841429043,2
2019,RIC,Robert Kubica,-0.3629161325295949,0.24608434823255276,0.7781667952212236,2
2019,MAG,Kevin Magnussen,-0.46250332483027357,0.18807662431223088,0.6981363920806388,18
2019,DRI,Daniel Ricciardo,-0.4934933079919882,0.17515492344374017,0.8242638184958896,1
2019,ZHO,Zhou Guanyu,-0.5235890633986624,0.1007535456650182,0.6352612856008255,19
2020,STR,Lance Stroll,0.5689010194478848,0.7962582049291657,1.0242566396457633,18
2020,LAW,Liam Lawson,0.49218080382837803,0.7474610956803854,1.0436409929017878,20
2020,ALO,Fernando Alonso,0.457194605581811,0.77365937779102,0.9130998275809528,19
2020,SAR,Logan Sargeant,0.4537695259952395,0.7401567529382056,0.9935868768780852,17
2020,GAS,Pierre Gasly,0.34268397166105213,0.6834690833779653,0.9346427232542973,20
2020,SAI,Carlos Sainz,0.3232320402265547,0.6757525450817851,0.8877274691426963,22
2020,OCO,Esteban Ocon,0.3161032147668077,0.67706501589464,0.8887832161804841,18
2020,HUL,Nico Hülkenberg,0.23755017408183787,0.628594862944378,0.9719133782271919,21
2020,BOT,Valtteri Bottas,0.22341142851997325,0.6249327828643984,0.892689124797984,16
2020,ALB,Alexander Albon,0.21916910096084172,0.6875631206839119,0.4935564263273354,18
2020,NOR,Lando Norris,0.1604940346579531,0.5929654955988907,0.7915041914758657,19
2020,PIA,Oscar Piastri,0.09929561825137609,0.5642770367444191,0.7075820737840683,20
2020,DRI,Daniel Ricciardo,0.06733430218551309,0.5640014157831373,0.6506926175104846,3
2020,RUS,George Russell,0.05242551355625718,0.5271056340379863,1.0237061628698723,21
2020,HAM,Lewis Hamilton,-0.002187840666197677,0.5001226174115334,0.9568763791139341,20
2020,PER,Sergio Pérez,-0.021047446488931528,0.4890814835778838,1.0269805687227884,20
2020,LEC,Charles Leclerc,-0.03834440214309489,0.44714770549098404,0.518759535723602,19
2020,VER,Max Verstappen,-0.04719219573016003,0.47514596752526633,0.9871089001215768,19
2020,RIC,Robert Kubica,-0.056429848481639705,0.4723048468555111,0.5985087121829521,2
2020,TSU,Yuki Tsunoda,-0.18915997205836196,0.35846423422942697,0.036399944124687514,19
2020,MSC,Mick Schumacher,-0.19885657594046563,0.3286628069057276,0.6197367418979922,2
2020,DEV,Nyck de Vries,-0.33668468182013056,0.12742550673769218,0.2812643033767504,3
2020,ZHO,Zhou Guanyu,-0.6123693563562961,0.06009107080295736,0.5612307727244493,21
2020,MAG,Kevin Magnussen,-0.7789961858105554,0.2048803446922932,0.38192123621881957,20
2021,STR,Lance Stroll,0.8894249586662655,0.940977129010004,1.0567658788911645,20
2021,ALO,Fernando Alonso,0.7786339778999557,0.9336660569507208,0.9467304588023376,21
2021,SAI,Carlos Sainz,0.6600517247662113,0.8496700264556697,0.9086586368933334,20
2021,LAW,Liam Lawson,0.6021127696461367,0.8086899842268596,1.0459366265974557,19
2021,SAR,Logan Sargeant,0.5826866554535299,0.8060219437063025,1.014608920307059,18
2021,HUL,Nico Hülkenberg,0.42652035514188874,0.7325684126025429,0.942899372262751,18
2021,GAS,Pierre Gasly,0.4192105011762133,0.7180848426071443,0.9565117397676445,18
2021,BOT,Valtteri Bottas,0.3730063158435966,0.7167138785824437,0.8469281252141606,17
2021,OCO,Esteban Ocon,0.3665616617357304,0.7028486464390942,0.8918696623075577,21
2021,RUS,George Russell,0.1854007241906499,0.5924002094957163,1.0327011612444288,17
2021,RIC,Robert Kubica,0.11987859783096158,0.6268937416123704,0.419658585080466,3
2021,NOR,Lando Norris,0.11614838550427624,0.5695551675588691,0.7580016012339001,22
2021,HAM,Lewis Hamilton,0.11001034393485169,0.5586894699945852,0.947886237222803,20
2021,TSU,Yuki Tsunoda,0.08673764788547969,0.6047632255043935,0.384451500358624,20
2021,MSC,Mick Schumacher,0.059270258648270145,0.5710317637058271,0.740911232197559,3
2021,PIA,Oscar Piastri,0.03178997572385198,0.5214095144865879,0.661936488501413,19
2021,DRI,Daniel Ricciardo,0.027313346771345576,0.557002858176769,0.3542947848352354,3
2021,PER,Sergio Pérez,-0.02910533043709359,0.485182814066207,1.004407825098256,20
2021,ALB,Alexander Albon,-0.032092471210068994,0.41475102427623906,0.24974909344165097,19
2021,VER,Max Verstappen,-0.040449473832070926,0.4787903792777575,0.9583988934454576,20
2021,LEC,Charles Leclerc,-0.10623580734233252,0.22009979420469772,0.09430587260084866,18
2021,DEV,Nyck de Vries,-0.14140252084160868,0.37721797011092284,0.4157371122574223,2
2021,ZHO,Zhou Guanyu,-0.7390568877021616,0.07066911681893487,0.8081509849510804,18
2021,MAG,Kevin Magnussen,-0.9547447869048868,0.16602376428908278,0.5680259786177351,21
2022,STR,Lance Stroll,1.065307916722466,0.960673757456476,1.0301607300644178,22
2022,ALO,Fernando Alonso,0.9792724068572554,0.9531899632828742,0.9344459339010865,17
2022,SAI,Carlos Sainz,0.879462482770802,0.9632286637669719,0.9071981072800193,21
2022,LAW,Liam Lawson,0.708741726628285,0.8539221485339983,1.0445688396471033,20
2022,SAR,Logan Sargeant,0.6918756635535891,0.8508208188363672,0.991670823724597,18
2022,HUL,Nico Hülkenberg,0.5824406659839747,0.8127551132890788,0.9235397673368638,19
2022,BOT,Valtteri Bottas,0.5561909308884188,0.8057785952969398,0.8943895732975659,20
2022,GAS,Pierre Gasly,0.47367462233613883,0.7435428017482599,0.988088257181628,19
2022,OCO,Esteban Ocon,0.4408802316777259,0.7330632760171869,0.96428850775911,18
2022,TSU,Yuki Tsunoda,0.36508727518005163,0.7363487897153981,0.826039043154917,19
2022,MSC,Mick Schumacher,0.2840929404898177,0.6848879258342792,0.9628194227638771,1
2022,NOR,Lando Norris,0.2570170778130259,0.6414095200910995,0.8850370810121532,19
2022,RIC,Robert Kubica,0.19864554581677202,0.67219153135865,0.6047554513862361,2
2022,RUS,George Russell,0.19653396301181236,0.5971549782379859,1.0005732981777038,21
2022,PIA,Oscar Piastri,0.14657033424233976,0.5939773066340288,0.7338538393260597,21
2022,HAM,Lewis Hamilton,0.1418550047074955,0.5736192763788579,0.957870946491886,18
2022,LEC,Charles Leclerc,0.08879496770695884,0.8063703984737176,0.08162607379469541,20
2022,DEV,Nyck de Vries,0.06259000791014836,0.6345364234627772,0.25044400729225585,2
2022,DRI,Daniel Ricciardo,0.06201061009187231,0.5497569130689391,0.3884618725420399,1
2022,PER,Sergio Pérez,-0.01311116207230368,0.4933187691825745,1.0380144236338331,22
2022,ALB,Alexander Albon,-0.06203532610234006,0.35511621723315634,0.3993309860994979,20
2022,VER,Max Verstappen,-0.06394603553298216,0.46633923094888013,0.9726693881074934,22
2022,ZHO,Zhou Guanyu,-0.9064164940828512,0.043374372767521686,0.8919975308113204,21
2022,MAG,Kevin Magnussen,-1.1584719366407799,0.2028047886783471,0.6232666410124531,22
2023,STR,Lance Stroll,1.2898352431076314,0.8708015583370767,0.9194215697395186,12
2023,ALO,Fernando Alonso,1.2204985546246212,0.8632422588359909,0.8198108603366879,11
2023,SAI,Carlos Sainz,0.9622002096587184,0.9727242375368484,1.0428758477289926,11
2023,LAW,Liam Lawson,0.7710094086354352,0.8962115264514328,0.9616751717157251,12
2023,SAR,Logan Sargeant,0.7555776601996599,0.8945150823438635,0.9618721206469981,12
2023,TSU,Yuki Tsunoda,0.6118858757696025,0.8579112709378333,0.9291377547655985,11
2023,HUL,Nico Hülkenberg,0.5422738557129038,0.8076845142972373,0.872804976886469,12
2023,BOT,Valtteri Bottas,0.5401837484458362,0.8080993225101364,0.8863401569039557,12
2023,GAS,Pierre Gasly,0.4824182958222544,0.7522502516014525,0.9713150348764049,11
2023,OCO,Esteban Ocon,0.4778499583486844,0.7508342718256974,0.9801020607086058,12
2023,NOR,Lando Norris,0.4254701691383372,0.7467010151391035,0.9292667336283233,13
2023,HAM,Lewis Hamilton,0.33871308575019715,0.6770877773317172,0.944677810971924,10
2023,MSC,Mick Schumacher,0.3317491454133732,0.7291205065670975,0.9171144708216441,2
2023,RUS,George Russell,0.31290680390593617,0.669679333650281,0.9447944285408081,10
2023,PIA,Oscar Piastri,0.2526965078211595,0.6828119893098177,0.7763329406772136,12
2023,RIC,Robert Kubica,0.24494788272707033,0.8592067536114962,0.3012738634778798,1
2023,DEV,Nyck de Vries,0.1749615677011351,0.6353557200771637,0.6117151788278704,2
2023,LEC,Charles Leclerc,0.16881957475107073,0.8786970480103975,0.22851441689878643,11
2023,ALB,Alexander Albon,0.08283205527591808,0.6166713372979572,0.40754737981864003,12
2023,DRI,Daniel Ricciardo,-0.048312629517300976,0.5549985317530267,0.6493394213994066,2
2023,PER,Sergio Pérez,-0.06794733371941049,0.46537936472357877,0.9569569777471075,13
2023,VER,Max Verstappen,-0.07066571074240537,0.46390959154754596,0.972830994788802,12
2023,ZHO,Zhou Guanyu,-1.0708656259391107,0.04103656443022951,0.973009588231843,12
2023,MAG,Kevin Magnussen,-1.3431407036838252,0.23009330350222176,0.7551962371041144,12
